parameterization_id,iteration_number,sim_id,likelihood,ARTLinkMax,ARTLinkMid,BaseInfectivity,Homa_BayInfrmlCondomsMax,Homa_BayLOWRisk,Homa_BayTrnsCondomsMax,InfmrlFormRate,InfrmlCondomMid,InfrmlCondomRate,InfrmlCondomsMax,InfrmlDurHet,KisiiInfrmlCondomsMax,KisiiLOWRisk,KisiiTrnsCondomsMax,KisumuInfrmlCondomsMax,KisumuLOWRisk,KisumuTrnsCondomsMax,MaleToFemaleOld,MaleToFemaleYoung,MaxInfrmlFLOW,MaxInfrmlFMED,MaxInfrmlMLOW,MaxInfrmlMMED,MaxMrtlFMED,MaxMrtlMMED,MaxTrnsFLOW,MaxTrnsFMED,MaxTrnsMLOW,MaxTrnsMMED,MigoriInfrmlCondomsMax,MigoriLOWRisk,MigoriTrnsCondomsMax,MrtlCondomMax,MrtlCondomMid,MrtlCondomRate,MrtlFormRate,NyamiraInfrmlCondomsMax,NyamiraLOWRisk,NyamiraTrnsCondomsMax,PrExInfrmlFemLOW,PrExInfrmlFemMED,PrExInfrmlMaleLOW,PrExInfrmlMaleMED,PrExTrnsFemLOW,PrExTrnsFemMED,PrExTrnsMaleLOW,PrExTrnsMaleMED,PreARTLinkMax,PreARTLinkMid,PreARTLinkMin,RiskAssortivity,SeedYrHigh,SexualDebutAgeFemaleWeibullHeterogeneity,SexualDebutAgeFemaleWeibullScale,SexualDebutAgeMaleWeibullHeterogeneity,SexualDebutAgeMaleWeibullScale,SiayaInfrmlCondomsMax,SiayaLOWRisk,SiayaTrnsCondomsMax,TrnsCondomMax,TrnsCondomMid,TrnsCondomRate,TrnsFormRate,run_number
11,-1,d6b6ba6b-3adc-e811-a2bd-c4346bcb1555,4.32e+42,1.0,2003.230879,0.00134161,0.22639906,0.568829974,0.241724422,9.13e-05,1998.426136,1.764549689,0.22724066,0.75,0.218878711,0.945567996,0.357425831,0.182088716,0.7621374470000001,0.35054881600000004,1.542704689,1.220598737,1.229852183,2.512625701,1.1095384990000001,2.764839293,1.116439331,1.315002647,1.662593042,2.9849887710000003,1.708121425,3.0,0.19913009199999998,0.784181018,0.260225673,0.18869277399999998,1995.8151899999998,2.12146665,5.629999999999999e-05,0.108397723,0.9350721470000001,0.299335426,0.354299886,0.394674184,0.255029675,0.40735546899999997,0.033636743999999996,0.45960920299999997,0.318203422,0.6333497929999999,0.72413144,2002.829988,0.40174497200000003,0.659565139,1982,0.08528780400000001,16.01150268,0.040159194,16.04291722,0.14574211199999998,0.7233836690000001,0.326571965,0.270541945,1997.8695519999999,1.9216853319999998,0.00139006,40707
12,-1,f660cee9-35dc-e811-a2bd-c4346bcb1555,4.32e+42,1.0,2003.230879,0.00134161,0.22639906,0.568829974,0.241724422,9.13e-05,1998.426136,1.764549689,0.22724066,0.75,0.218878711,0.945567996,0.357425831,0.182088716,0.7621374470000001,0.35054881600000004,1.542704689,1.220598737,1.229852183,2.512625701,1.1095384990000001,2.764839293,1.116439331,1.315002647,1.662593042,2.9849887710000003,1.708121425,3.0,0.19913009199999998,0.784181018,0.260225673,0.18869277399999998,1995.8151899999998,2.12146665,5.629999999999999e-05,0.108397723,0.9350721470000001,0.299335426,0.354299886,0.394674184,0.255029675,0.40735546899999997,0.033636743999999996,0.45960920299999997,0.318203422,0.6333497929999999,0.72413144,2002.829988,0.40174497200000003,0.659565139,1982,0.08528780400000001,16.01150268,0.040159194,16.04291722,0.14574211199999998,0.7233836690000001,0.326571965,0.270541945,1997.8695519999999,1.9216853319999998,0.00139006,2166
13,-1,b67c830e-f0dc-e811-a2bd-c4346bcb1555,4.3000000000000004e+42,1.0,2003.230879,0.00134161,0.22639906,0.568829974,0.241724422,9.13e-05,1998.426136,1.764549689,0.22724066,0.75,0.218878711,0.945567996,0.357425831,0.182088716,0.7621374470000001,0.35054881600000004,1.542704689,1.220598737,1.229852183,2.512625701,1.1095384990000001,2.764839293,1.116439331,1.315002647,1.662593042,2.9849887710000003,1.708121425,3.0,0.19913009199999998,0.784181018,0.260225673,0.18869277399999998,1995.8151899999998,2.12146665,5.629999999999999e-05,0.108397723,0.9350721470000001,0.299335426,0.354299886,0.394674184,0.255029675,0.40735546899999997,0.033636743999999996,0.45960920299999997,0.318203422,0.6333497929999999,0.72413144,2002.829988,0.40174497200000003,0.659565139,1982,0.08528780400000001,16.01150268,0.040159194,16.04291722,0.14574211199999998,0.7233836690000001,0.326571965,0.270541945,1997.8695519999999,1.9216853319999998,0.00139006,16463
14,-1,b42b97a9-f7dc-e811-a2bd-c4346bcb1555,4.3000000000000004e+42,1.0,2003.230879,0.00134161,0.22639906,0.568829974,0.241724422,9.13e-05,1998.426136,1.764549689,0.22724066,0.75,0.218878711,0.945567996,0.357425831,0.182088716,0.7621374470000001,0.35054881600000004,1.542704689,1.220598737,1.229852183,2.512625701,1.1095384990000001,2.764839293,1.116439331,1.315002647,1.662593042,2.9849887710000003,1.708121425,3.0,0.19913009199999998,0.784181018,0.260225673,0.18869277399999998,1995.8151899999998,2.12146665,5.629999999999999e-05,0.108397723,0.9350721470000001,0.299335426,0.354299886,0.394674184,0.255029675,0.40735546899999997,0.033636743999999996,0.45960920299999997,0.318203422,0.6333497929999999,0.72413144,2002.829988,0.40174497200000003,0.659565139,1982,0.08528780400000001,16.01150268,0.040159194,16.04291722,0.14574211199999998,0.7233836690000001,0.326571965,0.270541945,1997.8695519999999,1.9216853319999998,0.00139006,40391
15,-1,7986a3a2-f3dc-e811-a2bd-c4346bcb1555,4.3000000000000004e+42,1.0,2003.230879,0.00134161,0.22639906,0.568829974,0.241724422,9.13e-05,1998.426136,1.764549689,0.22724066,0.75,0.218878711,0.945567996,0.357425831,0.182088716,0.7621374470000001,0.35054881600000004,1.542704689,1.220598737,1.229852183,2.512625701,1.1095384990000001,2.764839293,1.116439331,1.315002647,1.662593042,2.9849887710000003,1.708121425,3.0,0.19913009199999998,0.784181018,0.260225673,0.18869277399999998,1995.8151899999998,2.12146665,5.629999999999999e-05,0.108397723,0.9350721470000001,0.299335426,0.354299886,0.394674184,0.255029675,0.40735546899999997,0.033636743999999996,0.45960920299999997,0.318203422,0.6333497929999999,0.72413144,2002.829988,0.40174497200000003,0.659565139,1982,0.08528780400000001,16.01150268,0.040159194,16.04291722,0.14574211199999998,0.7233836690000001,0.326571965,0.270541945,1997.8695519999999,1.9216853319999998,0.00139006,2715
16,-1,c8b169fc-f0dc-e811-a2bd-c4346bcb1555,4.28e+42,0.993434659,2003.218264,0.0013977579999999998,0.210839853,0.587122834,0.243127293,0.000102313,1998.0731670000002,1.807992509,0.21433743800000002,0.75,0.20065048300000002,0.95,0.37028306200000005,0.196998603,0.7759922909999999,0.35893937,1.534870804,1.4268166430000002,1.245015756,2.479053236,1.12171565,2.805485995,1.149225723,1.2869205129999999,1.692981474,3.0,1.6883792659999999,3.0,0.19069087,0.781935442,0.250286926,0.189834955,1995.6099629999999,2.243569337,6.330000000000001e-05,0.099776553,0.9169547640000001,0.314487107,0.356978485,0.405656697,0.265390576,0.41253776200000003,0.033395821,0.454306155,0.311093122,0.631402111,0.737749817,2003.119389,0.385424506,0.6656041629999999,1982,0.076794069,16.20597226,0.04,15.99964235,0.151878094,0.734101695,0.345940805,0.264802936,1997.477752,1.8114238999999999,0.001232823,13796
17,-1,2bccb8be-f8dc-e811-a2bd-c4346bcb1555,4.28e+42,0.993434659,2003.218264,0.0013977579999999998,0.210839853,0.587122834,0.243127293,0.000102313,1998.0731670000002,1.807992509,0.21433743800000002,0.75,0.20065048300000002,0.95,0.37028306200000005,0.196998603,0.7759922909999999,0.35893937,1.534870804,1.4268166430000002,1.245015756,2.479053236,1.12171565,2.805485995,1.149225723,1.2869205129999999,1.692981474,3.0,1.6883792659999999,3.0,0.19069087,0.781935442,0.250286926,0.189834955,1995.6099629999999,2.243569337,6.330000000000001e-05,0.099776553,0.9169547640000001,0.314487107,0.356978485,0.405656697,0.265390576,0.41253776200000003,0.033395821,0.454306155,0.311093122,0.631402111,0.737749817,2003.119389,0.385424506,0.6656041629999999,1982,0.076794069,16.20597226,0.04,15.99964235,0.151878094,0.734101695,0.345940805,0.264802936,1997.477752,1.8114238999999999,0.001232823,55306
18,-1,ceab87e1-f4dc-e811-a2bd-c4346bcb1555,4.28e+42,0.993434659,2003.218264,0.0013977579999999998,0.210839853,0.587122834,0.243127293,0.000102313,1998.0731670000002,1.807992509,0.21433743800000002,0.75,0.20065048300000002,0.95,0.37028306200000005,0.196998603,0.7759922909999999,0.35893937,1.534870804,1.4268166430000002,1.245015756,2.479053236,1.12171565,2.805485995,1.149225723,1.2869205129999999,1.692981474,3.0,1.6883792659999999,3.0,0.19069087,0.781935442,0.250286926,0.189834955,1995.6099629999999,2.243569337,6.330000000000001e-05,0.099776553,0.9169547640000001,0.314487107,0.356978485,0.405656697,0.265390576,0.41253776200000003,0.033395821,0.454306155,0.311093122,0.631402111,0.737749817,2003.119389,0.385424506,0.6656041629999999,1982,0.076794069,16.20597226,0.04,15.99964235,0.151878094,0.734101695,0.345940805,0.264802936,1997.477752,1.8114238999999999,0.001232823,30748
19,-1,21190b43-f1dc-e811-a2bd-c4346bcb1555,4.25e+42,1.0,2003.2733640000001,0.001381642,0.217854682,0.575052565,0.24730176399999998,0.000150075,1999.2272050000001,1.8232596319999999,0.240100247,0.75,0.214077144,0.9412059070000001,0.34906444,0.170715052,0.75670071,0.344776552,1.404052021,1.029867209,1.268191647,2.607826684,1.081004215,2.764846298,1.080174709,1.27853705,1.69313817,2.9525780339999996,1.724069921,2.912112865,0.19907328,0.769961363,0.263788263,0.203925169,1995.870284,1.995692843,5.98e-05,0.101125718,0.935021765,0.283814199,0.3583078,0.406353235,0.23966007,0.37257525799999996,0.042724329000000005,0.424729817,0.32937765199999997,0.621703467,0.7005896420000001,2002.8184190000002,0.35846804600000004,0.662694996,1982,0.092519904,16.0845156,0.04,16.31225134,0.157994463,0.717235265,0.341498464,0.26234133,1997.583155,1.9399148869999998,0.0013448420000000002,30552
20,-1,a92c929b-f8dc-e811-a2bd-c4346bcb1555,4.25e+42,1.0,2003.2733640000001,0.001381642,0.217854682,0.575052565,0.24730176399999998,0.000150075,1999.2272050000001,1.8232596319999999,0.240100247,0.75,0.214077144,0.9412059070000001,0.34906444,0.170715052,0.75670071,0.344776552,1.404052021,1.029867209,1.268191647,2.607826684,1.081004215,2.764846298,1.080174709,1.27853705,1.69313817,2.9525780339999996,1.724069921,2.912112865,0.19907328,0.769961363,0.263788263,0.203925169,1995.870284,1.995692843,5.98e-05,0.101125718,0.935021765,0.283814199,0.3583078,0.406353235,0.23966007,0.37257525799999996,0.042724329000000005,0.424729817,0.32937765199999997,0.621703467,0.7005896420000001,2002.8184190000002,0.35846804600000004,0.662694996,1982,0.092519904,16.0845156,0.04,16.31225134,0.157994463,0.717235265,0.341498464,0.26234133,1997.583155,1.9399148869999998,0.0013448420000000002,28729
21,-1,021cde31-f5dc-e811-a2bd-c4346bcb1555,4.25e+42,1.0,2003.2733640000001,0.001381642,0.217854682,0.575052565,0.24730176399999998,0.000150075,1999.2272050000001,1.8232596319999999,0.240100247,0.75,0.214077144,0.9412059070000001,0.34906444,0.170715052,0.75670071,0.344776552,1.404052021,1.029867209,1.268191647,2.607826684,1.081004215,2.764846298,1.080174709,1.27853705,1.69313817,2.9525780339999996,1.724069921,2.912112865,0.19907328,0.769961363,0.263788263,0.203925169,1995.870284,1.995692843,5.98e-05,0.101125718,0.935021765,0.283814199,0.3583078,0.406353235,0.23966007,0.37257525799999996,0.042724329000000005,0.424729817,0.32937765199999997,0.621703467,0.7005896420000001,2002.8184190000002,0.35846804600000004,0.662694996,1982,0.092519904,16.0845156,0.04,16.31225134,0.157994463,0.717235265,0.341498464,0.26234133,1997.583155,1.9399148869999998,0.0013448420000000002,42202
22,-1,e3bab2f3-f2dc-e811-a2bd-c4346bcb1555,4.25e+42,0.9957980240000001,2003.017204,0.0013140229999999999,0.22617751100000003,0.563589702,0.23615068,9.18e-05,1998.887195,1.7038143069999998,0.21909706399999998,0.75,0.220678312,0.95,0.33996746899999997,0.19526969800000002,0.760064492,0.338165499,1.734363483,1.086663282,1.22049776,2.542969796,1.107028218,2.761994458,1.162009622,1.3611381340000002,1.639826644,3.0,1.771307109,3.0,0.211144642,0.779153588,0.249570541,0.18561918100000002,1996.0241649999998,2.10722304,6.28e-05,0.117239796,0.9199477140000001,0.29818438,0.373394216,0.384518462,0.272159341,0.411325405,0.03258082,0.489436408,0.315424191,0.646380936,0.7069955109999999,2003.213842,0.377650483,0.670001416,1982,0.099267471,16.0047049,0.043711942000000004,15.89156893,0.150297306,0.7173920229999999,0.340362705,0.279583664,1998.011439,1.8561681069999998,0.001327644,59763
23,-1,391fc81c-fadc-e811-a2bd-c4346bcb1555,4.25e+42,0.9957980240000001,2003.017204,0.0013140229999999999,0.22617751100000003,0.563589702,0.23615068,9.18e-05,1998.887195,1.7038143069999998,0.21909706399999998,0.75,0.220678312,0.95,0.33996746899999997,0.19526969800000002,0.760064492,0.338165499,1.734363483,1.086663282,1.22049776,2.542969796,1.107028218,2.761994458,1.162009622,1.3611381340000002,1.639826644,3.0,1.771307109,3.0,0.211144642,0.779153588,0.249570541,0.18561918100000002,1996.0241649999998,2.10722304,6.28e-05,0.117239796,0.9199477140000001,0.29818438,0.373394216,0.384518462,0.272159341,0.411325405,0.03258082,0.489436408,0.315424191,0.646380936,0.7069955109999999,2003.213842,0.377650483,0.670001416,1982,0.099267471,16.0047049,0.043711942000000004,15.89156893,0.150297306,0.7173920229999999,0.340362705,0.279583664,1998.011439,1.8561681069999998,0.001327644,9296
24,-1,f569a5fb-f6dc-e811-a2bd-c4346bcb1555,4.25e+42,0.9957980240000001,2003.017204,0.0013140229999999999,0.22617751100000003,0.563589702,0.23615068,9.18e-05,1998.887195,1.7038143069999998,0.21909706399999998,0.75,0.220678312,0.95,0.33996746899999997,0.19526969800000002,0.760064492,0.338165499,1.734363483,1.086663282,1.22049776,2.542969796,1.107028218,2.761994458,1.162009622,1.3611381340000002,1.639826644,3.0,1.771307109,3.0,0.211144642,0.779153588,0.249570541,0.18561918100000002,1996.0241649999998,2.10722304,6.28e-05,0.117239796,0.9199477140000001,0.29818438,0.373394216,0.384518462,0.272159341,0.411325405,0.03258082,0.489436408,0.315424191,0.646380936,0.7069955109999999,2003.213842,0.377650483,0.670001416,1982,0.099267471,16.0047049,0.043711942000000004,15.89156893,0.150297306,0.7173920229999999,0.340362705,0.279583664,1998.011439,1.8561681069999998,0.001327644,23432
25,-1,92c9c576-f2dc-e811-a2bd-c4346bcb1555,4.2400000000000004e+42,1.0,2003.0307440000001,0.001328056,0.224907754,0.561736346,0.242765445,0.00010746200000000001,1997.676416,1.8757372559999999,0.22433244600000002,0.75,0.22423410300000002,0.9431618409999999,0.359487634,0.17464998199999998,0.759441905,0.35276388299999994,1.5571776240000001,1.3717316240000001,1.2367225929999999,2.4305517269999997,1.1056838820000001,2.873226313,1.129567565,1.298654081,1.658817115,2.9291937939999997,1.6681651780000002,2.961459024,0.20359308,0.7915262190000001,0.283775754,0.20376855800000002,1995.8143969999999,2.071308735,5.94e-05,0.110545724,0.9320092059999999,0.28774826800000003,0.347041576,0.393618367,0.242523562,0.414697215,0.039611888,0.43502848299999997,0.298971682,0.662368568,0.705037583,2002.0445399999999,0.447002487,0.667955311,1982,0.091661823,16.22607033,0.04,15.95678172,0.151456963,0.715883718,0.34902471700000004,0.272559255,1997.7910969999998,1.995803831,0.0013484520000000002,730
26,-1,2edd527f-f9dc-e811-a2bd-c4346bcb1555,4.2400000000000004e+42,1.0,2003.0307440000001,0.001328056,0.224907754,0.561736346,0.242765445,0.00010746200000000001,1997.676416,1.8757372559999999,0.22433244600000002,0.75,0.22423410300000002,0.9431618409999999,0.359487634,0.17464998199999998,0.759441905,0.35276388299999994,1.5571776240000001,1.3717316240000001,1.2367225929999999,2.4305517269999997,1.1056838820000001,2.873226313,1.129567565,1.298654081,1.658817115,2.9291937939999997,1.6681651780000002,2.961459024,0.20359308,0.7915262190000001,0.283775754,0.20376855800000002,1995.8143969999999,2.071308735,5.94e-05,0.110545724,0.9320092059999999,0.28774826800000003,0.347041576,0.393618367,0.242523562,0.414697215,0.039611888,0.43502848299999997,0.298971682,0.662368568,0.705037583,2002.0445399999999,0.447002487,0.667955311,1982,0.091661823,16.22607033,0.04,15.95678172,0.151456963,0.715883718,0.34902471700000004,0.272559255,1997.7910969999998,1.995803831,0.0013484520000000002,26213
